disease,resistance_gene_count,susceptibility_gene_count,evidence_strength_score,temperature,humidity,soil_moisture,light,risk_level,risk_score
Late Blight,0,0,0.0,29.9,79.8,43.8,423.4,moderate,46.0
Fusarium Wilt,2,0,-2.0,29.9,79.8,43.8,423.4,moderate,44.0
Bacterial Spot,0,0,0.0,29.9,79.8,43.8,423.4,moderate,46.0
Early Blight,1,0,-0.6,37.1,44.9,14.3,139.3,low,28.0
Late Blight,2,0,-1.6,37.1,44.9,14.3,139.3,low,16.0
Fusarium Wilt,1,0,-1.0,37.1,44.9,14.3,139.3,low,28.0
Bacterial Spot,1,0,-0.6,37.1,44.9,14.3,139.3,low,28.0
Early Blight,1,0,-0.6,17.3,79.9,80.4,395.1,moderate,40.0
Late Blight,1,0,-0.6,17.3,79.9,80.4,395.1,moderate,56.0
Fusarium Wilt,1,0,-1.0,17.3,79.9,80.4,395.1,low,28.0
Bacterial Spot,1,0,-0.6,17.3,79.9,80.4,395.1,low,28.0
Early Blight,0,0,0.0,26.6,77.6,48.1,435.9,moderate,62.0
Late Blight,2,0,-1.6,26.6,77.6,48.1,435.9,low,28.0
Fusarium Wilt,2,0,-2.0,26.6,77.6,48.1,435.9,moderate,44.0
Bacterial Spot,1,0,-0.6,26.6,77.6,48.1,435.9,moderate,40.0
Early Blight,1,0,-0.6,15.3,62.3,36.7,295.3,low,28.0
Late Blight,1,0,-1.0,15.3,62.3,36.7,295.3,low,28.0
Fusarium Wilt,0,0,0.0,15.3,62.3,36.7,295.3,moderate,46.0
Bacterial Spot,0,0,0.0,15.3,62.3,36.7,295.3,low,34.0
Early Blight,0,0,0.0,26.2,46.8,18.8,1000.8,moderate,46.0
Late Blight,0,0,0.0,26.2,46.8,18.8,1000.8,low,34.0
Fusarium Wilt,1,0,-1.0,26.2,46.8,18.8,1000.8,moderate,44.0
Bacterial Spot,2,0,-1.6,26.2,46.8,18.8,1000.8,low,28.0
Early Blight,0,0,0.0,22.0,80.1,46.2,908.3,moderate,62.0
Late Blight,2,0,-1.6,22.0,80.1,46.2,908.3,moderate,44.0
Fusarium Wilt,2,0,-2.0,22.0,80.1,46.2,908.3,low,28.0
Bacterial Spot,1,0,-1.0,22.0,80.1,46.2,908.3,low,16.0
Early Blight,0,0,0.0,35.5,82.7,78.6,1092.4,moderate,46.0
Late Blight,1,0,-1.0,35.5,82.7,78.6,1092.4,low,28.0
Fusarium Wilt,1,0,-1.0,35.5,82.7,78.6,1092.4,low,28.0
Bacterial Spot,0,0,0.0,35.5,82.7,78.6,1092.4,low,34.0
Early Blight,0,0,0.0,30.2,39.6,49.8,368.8,low,34.0
Late Blight,1,0,-0.6,30.2,39.6,49.8,368.8,low,28.0
Fusarium Wilt,1,0,-1.0,30.2,39.6,49.8,368.8,low,28.0
Bacterial Spot,0,0,0.0,30.2,39.6,49.8,368.8,low,34.0
Early Blight,1,0,-0.6,37.2,89.6,64.3,1089.1,moderate,40.0
Late Blight,0,0,0.0,37.2,89.6,64.3,1089.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,37.2,89.6,64.3,1089.1,low,28.0
Bacterial Spot,1,0,-0.6,37.2,89.6,64.3,1089.1,moderate,40.0
Early Blight,0,0,0.0,24.6,97.6,34.7,145.2,moderate,62.0
Late Blight,1,0,-1.0,24.6,97.6,34.7,145.2,low,28.0
Fusarium Wilt,2,0,-2.0,24.6,97.6,34.7,145.2,low,28.0
Bacterial Spot,0,0,0.0,24.6,97.6,34.7,145.2,moderate,62.0
Early Blight,1,0,-0.6,21.6,95.9,49.9,854.1,moderate,56.0
Late Blight,1,0,-1.0,21.6,95.9,49.9,854.1,moderate,44.0
Fusarium Wilt,0,0,0.0,21.6,95.9,49.9,854.1,moderate,46.0
Bacterial Spot,2,0,-1.6,21.6,95.9,49.9,854.1,low,28.0
Early Blight,0,0,0.0,33.4,31.1,13.3,411.3,low,34.0
Late Blight,2,0,-1.6,33.4,31.1,13.3,411.3,low,16.0
Fusarium Wilt,1,0,-1.0,33.4,31.1,13.3,411.3,low,28.0
Bacterial Spot,2,0,-1.6,33.4,31.1,13.3,411.3,low,16.0
Early Blight,0,0,0.0,23.1,49.3,78.7,831.9,moderate,46.0
Late Blight,2,0,-1.6,23.1,49.3,78.7,831.9,low,28.0
Fusarium Wilt,1,0,-1.0,23.1,49.3,78.7,831.9,low,28.0
Bacterial Spot,1,0,-1.0,23.1,49.3,78.7,831.9,low,16.0
Early Blight,0,0,0.0,16.9,44.9,47.9,490.1,low,34.0
Late Blight,1,0,-0.6,16.9,44.9,47.9,490.1,moderate,40.0
Fusarium Wilt,1,0,-1.0,16.9,44.9,47.9,490.1,low,28.0
Bacterial Spot,2,0,-1.6,16.9,44.9,47.9,490.1,low,16.0
Early Blight,0,0,0.0,22.1,68.3,64.3,454.7,moderate,46.0
Late Blight,1,0,-0.6,22.1,68.3,64.3,454.7,moderate,40.0
Fusarium Wilt,1,0,-1.0,22.1,68.3,64.3,454.7,low,28.0
Bacterial Spot,2,0,-1.6,22.1,68.3,64.3,454.7,low,16.0
Early Blight,0,0,0.0,28.0,72.7,53.7,513.6,moderate,62.0
Late Blight,2,0,-1.6,28.0,72.7,53.7,513.6,low,16.0
Fusarium Wilt,2,0,-2.0,28.0,72.7,53.7,513.6,moderate,44.0
Bacterial Spot,0,0,0.0,28.0,72.7,53.7,513.6,moderate,46.0
Early Blight,1,0,-0.6,25.8,59.1,43.6,551.3,moderate,40.0
Late Blight,0,0,0.0,25.8,59.1,43.6,551.3,low,34.0
Fusarium Wilt,1,0,-1.0,25.8,59.1,43.6,551.3,moderate,44.0
Bacterial Spot,1,0,-0.6,25.8,59.1,43.6,551.3,moderate,40.0
Early Blight,0,0,0.0,20.6,64.8,20.2,697.6,moderate,46.0
Late Blight,1,0,-1.0,20.6,64.8,20.2,697.6,low,28.0
Fusarium Wilt,2,0,-2.0,20.6,64.8,20.2,697.6,low,28.0
Bacterial Spot,1,0,-1.0,20.6,64.8,20.2,697.6,low,16.0
Early Blight,0,0,0.0,35.1,61.3,14.3,160.2,low,34.0
Late Blight,1,0,-0.6,35.1,61.3,14.3,160.2,low,28.0
Fusarium Wilt,2,0,-2.0,35.1,61.3,14.3,160.2,low,28.0
Bacterial Spot,2,0,-1.6,35.1,61.3,14.3,160.2,low,16.0
Early Blight,1,0,-0.6,16.4,80.4,64.0,913.3,moderate,40.0
Late Blight,2,0,-1.6,16.4,80.4,64.0,913.3,moderate,44.0
Fusarium Wilt,1,0,-1.0,16.4,80.4,64.0,913.3,low,28.0
Bacterial Spot,1,0,-1.0,16.4,80.4,64.0,913.3,low,16.0
Early Blight,1,0,-0.6,34.6,50.5,34.9,1188.1,low,28.0
Late Blight,1,0,-1.0,34.6,50.5,34.9,1188.1,low,16.0
Fusarium Wilt,2,0,-2.0,34.6,50.5,34.9,1188.1,moderate,44.0
Bacterial Spot,1,0,-0.6,34.6,50.5,34.9,1188.1,low,28.0
Early Blight,1,0,-0.6,17.2,43.9,47.9,1016.0,low,28.0
Late Blight,2,0,-1.6,17.2,43.9,47.9,1016.0,low,28.0
Fusarium Wilt,1,0,-1.0,17.2,43.9,47.9,1016.0,low,28.0
Bacterial Spot,0,0,0.0,17.2,43.9,47.9,1016.0,low,34.0
Early Blight,0,0,0.0,27.6,85.9,64.5,1045.2,moderate,62.0
Late Blight,1,0,-1.0,27.6,85.9,64.5,1045.2,low,28.0
Fusarium Wilt,1,0,-1.0,27.6,85.9,64.5,1045.2,moderate,44.0
Bacterial Spot,1,0,-0.6,27.6,85.9,64.5,1045.2,moderate,56.0
Early Blight,0,0,0.0,32.1,67.2,48.1,419.0,low,34.0
Late Blight,1,0,-0.6,32.1,67.2,48.1,419.0,low,28.0
Fusarium Wilt,1,0,-1.0,32.1,67.2,48.1,419.0,moderate,44.0
Bacterial Spot,1,0,-0.6,32.1,67.2,48.1,419.0,low,28.0
Early Blight,0,0,0.0,24.6,58.9,12.2,602.8,moderate,46.0
Late Blight,2,0,-1.6,24.6,58.9,12.2,602.8,low,16.0
Fusarium Wilt,0,0,0.0,24.6,58.9,12.2,602.8,moderate,46.0
Bacterial Spot,1,0,-0.6,24.6,58.9,12.2,602.8,moderate,40.0
Early Blight,1,0,-0.6,35.9,95.5,47.4,895.4,moderate,40.0
Late Blight,1,0,-0.6,35.9,95.5,47.4,895.4,moderate,40.0
Fusarium Wilt,0,0,0.0,35.9,95.5,47.4,895.4,moderate,46.0
Bacterial Spot,1,0,-1.0,35.9,95.5,47.4,895.4,low,28.0
Early Blight,0,0,0.0,24.0,34.3,62.5,487.1,moderate,46.0
Late Blight,1,0,-1.0,24.0,34.3,62.5,487.1,low,28.0
Fusarium Wilt,1,0,-1.0,24.0,34.3,62.5,487.1,low,16.0
Bacterial Spot,1,0,-0.6,24.0,34.3,62.5,487.1,moderate,40.0
Early Blight,1,0,-0.6,24.1,92.3,61.6,514.2,moderate,56.0
Late Blight,0,0,0.0,24.1,92.3,61.6,514.2,moderate,46.0
Fusarium Wilt,0,0,0.0,24.1,92.3,61.6,514.2,moderate,46.0
Bacterial Spot,1,0,-0.6,24.1,92.3,61.6,514.2,moderate,56.0
Early Blight,1,0,-0.6,22.5,95.0,37.8,779.2,moderate,56.0
Late Blight,1,0,-1.0,22.5,95.0,37.8,779.2,moderate,44.0
Fusarium Wilt,2,0,-2.0,22.5,95.0,37.8,779.2,low,28.0
Bacterial Spot,1,0,-1.0,22.5,95.0,37.8,779.2,low,28.0
Early Blight,0,0,0.0,26.0,81.7,88.5,989.4,moderate,62.0
Late Blight,1,0,-1.0,26.0,81.7,88.5,989.4,low,28.0
Fusarium Wilt,1,0,-1.0,26.0,81.7,88.5,989.4,moderate,44.0
Bacterial Spot,1,0,-0.6,26.0,81.7,88.5,989.4,moderate,40.0
Early Blight,1,0,-0.6,16.5,71.6,19.2,1031.5,moderate,40.0
Late Blight,0,0,0.0,16.5,71.6,19.2,1031.5,moderate,46.0
Fusarium Wilt,0,0,0.0,16.5,71.6,19.2,1031.5,moderate,46.0
Bacterial Spot,1,0,-1.0,16.5,71.6,19.2,1031.5,low,16.0
Early Blight,1,0,-0.6,23.7,97.2,55.9,319.7,moderate,56.0
Late Blight,2,0,-1.6,23.7,97.2,55.9,319.7,moderate,44.0
Fusarium Wilt,2,0,-2.0,23.7,97.2,55.9,319.7,low,28.0
Bacterial Spot,0,0,0.0,23.7,97.2,55.9,319.7,moderate,46.0
Early Blight,1,0,-0.6,19.4,69.6,60.3,835.5,low,28.0
Late Blight,0,0,0.0,19.4,69.6,60.3,835.5,moderate,46.0
Fusarium Wilt,2,0,-2.0,19.4,69.6,60.3,835.5,low,28.0
Bacterial Spot,1,0,-0.6,19.4,69.6,60.3,835.5,low,28.0
Early Blight,1,0,-0.6,19.3,79.6,82.9,806.5,moderate,40.0
Late Blight,0,0,0.0,19.3,79.6,82.9,806.5,moderate,62.0
Fusarium Wilt,2,0,-2.0,19.3,79.6,82.9,806.5,low,28.0
Bacterial Spot,0,0,0.0,19.3,79.6,82.9,806.5,low,34.0
Early Blight,1,0,-0.6,18.2,34.6,44.2,513.7,low,28.0
Late Blight,1,0,-1.0,18.2,34.6,44.2,513.7,low,28.0
Fusarium Wilt,2,0,-2.0,18.2,34.6,44.2,513.7,low,16.0
Bacterial Spot,1,0,-1.0,18.2,34.6,44.2,513.7,low,16.0
Early Blight,1,0,-0.6,22.6,45.2,85.2,1114.5,moderate,40.0
Late Blight,1,0,-0.6,22.6,45.2,85.2,1114.5,moderate,40.0
Fusarium Wilt,0,0,0.0,22.6,45.2,85.2,1114.5,moderate,46.0
Bacterial Spot,1,0,-1.0,22.6,45.2,85.2,1114.5,low,16.0
Early Blight,1,0,-0.6,34.6,93.4,50.0,539.1,moderate,40.0
Late Blight,1,0,-0.6,34.6,93.4,50.0,539.1,moderate,40.0
Fusarium Wilt,1,0,-1.0,34.6,93.4,50.0,539.1,moderate,44.0
Bacterial Spot,2,0,-1.6,34.6,93.4,50.0,539.1,low,28.0
Early Blight,1,0,-0.6,22.8,47.7,36.8,941.2,moderate,40.0
Late Blight,0,0,0.0,22.8,47.7,36.8,941.2,moderate,46.0
Fusarium Wilt,0,0,0.0,22.8,47.7,36.8,941.2,moderate,46.0
Bacterial Spot,1,0,-0.6,22.8,47.7,36.8,941.2,low,28.0
Early Blight,0,0,0.0,16.7,94.5,82.3,873.4,moderate,46.0
Late Blight,1,0,-1.0,16.7,94.5,82.3,873.4,moderate,44.0
Fusarium Wilt,0,0,0.0,16.7,94.5,82.3,873.4,moderate,46.0
Bacterial Spot,1,0,-0.6,16.7,94.5,82.3,873.4,moderate,40.0
Early Blight,1,0,-0.6,27.7,94.4,31.6,145.9,moderate,56.0
Late Blight,0,0,0.0,27.7,94.4,31.6,145.9,moderate,46.0
Fusarium Wilt,2,0,-2.0,27.7,94.4,31.6,145.9,moderate,44.0
Bacterial Spot,0,0,0.0,27.7,94.4,31.6,145.9,moderate,62.0
Early Blight,0,0,0.0,15.5,33.8,71.9,992.5,low,34.0
Late Blight,0,0,0.0,15.5,33.8,71.9,992.5,moderate,46.0
Fusarium Wilt,0,0,0.0,15.5,33.8,71.9,992.5,low,34.0
Bacterial Spot,1,0,-1.0,15.5,33.8,71.9,992.5,low,16.0
Early Blight,1,0,-0.6,31.0,59.2,44.1,251.5,low,28.0
Late Blight,0,0,0.0,31.0,59.2,44.1,251.5,low,34.0
Fusarium Wilt,2,0,-2.0,31.0,59.2,44.1,251.5,moderate,44.0
Bacterial Spot,2,0,-1.6,31.0,59.2,44.1,251.5,low,16.0
Early Blight,0,0,0.0,20.3,70.0,28.2,922.2,moderate,62.0
Late Blight,0,0,0.0,20.3,70.0,28.2,922.2,moderate,46.0
Fusarium Wilt,1,0,-1.0,20.3,70.0,28.2,922.2,low,28.0
Bacterial Spot,0,0,0.0,20.3,70.0,28.2,922.2,low,34.0
Early Blight,1,0,-0.6,16.8,38.6,24.4,148.1,low,28.0
Late Blight,1,0,-0.6,16.8,38.6,24.4,148.1,moderate,40.0
Fusarium Wilt,1,0,-1.0,16.8,38.6,24.4,148.1,low,16.0
Bacterial Spot,2,0,-1.6,16.8,38.6,24.4,148.1,low,16.0
Early Blight,0,0,0.0,16.8,47.0,53.5,644.4,low,34.0
Late Blight,1,0,-1.0,16.8,47.0,53.5,644.4,low,28.0
Fusarium Wilt,1,0,-1.0,16.8,47.0,53.5,644.4,low,28.0
Bacterial Spot,0,0,0.0,16.8,47.0,53.5,644.4,low,34.0
Early Blight,0,0,0.0,21.7,74.4,52.1,394.3,moderate,62.0
Late Blight,1,0,-0.6,21.7,74.4,52.1,394.3,moderate,40.0
Fusarium Wilt,0,0,0.0,21.7,74.4,52.1,394.3,moderate,46.0
Bacterial Spot,1,0,-0.6,21.7,74.4,52.1,394.3,low,28.0
Early Blight,0,0,0.0,19.7,39.3,88.1,353.6,low,34.0
Late Blight,2,0,-1.6,19.7,39.3,88.1,353.6,low,28.0
Fusarium Wilt,1,0,-1.0,19.7,39.3,88.1,353.6,low,16.0
Bacterial Spot,0,0,0.0,19.7,39.3,88.1,353.6,low,34.0
Early Blight,1,0,-0.6,29.9,60.9,19.1,648.8,moderate,40.0
Late Blight,2,0,-1.6,29.9,60.9,19.1,648.8,low,16.0
Fusarium Wilt,1,0,-1.0,29.9,60.9,19.1,648.8,moderate,44.0
Bacterial Spot,1,0,-1.0,29.9,60.9,19.1,648.8,low,28.0
Early Blight,1,0,-0.6,26.4,88.7,40.8,148.9,moderate,56.0
Late Blight,2,0,-1.6,26.4,88.7,40.8,148.9,low,28.0
Fusarium Wilt,2,0,-2.0,26.4,88.7,40.8,148.9,moderate,44.0
Bacterial Spot,1,0,-0.6,26.4,88.7,40.8,148.9,moderate,56.0
Early Blight,0,0,0.0,15.6,71.4,81.5,1115.0,moderate,46.0
Late Blight,0,0,0.0,15.6,71.4,81.5,1115.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,15.6,71.4,81.5,1115.0,low,28.0
Bacterial Spot,1,0,-0.6,15.6,71.4,81.5,1115.0,low,28.0
Early Blight,1,0,-0.6,24.8,79.6,68.8,162.8,moderate,56.0
Late Blight,1,0,-1.0,24.8,79.6,68.8,162.8,low,28.0
Fusarium Wilt,0,0,0.0,24.8,79.6,68.8,162.8,moderate,46.0
Bacterial Spot,1,0,-0.6,24.8,79.6,68.8,162.8,moderate,40.0
Early Blight,1,0,-0.6,28.2,68.6,51.5,278.8,moderate,40.0
Late Blight,0,0,0.0,28.2,68.6,51.5,278.8,low,34.0
Fusarium Wilt,2,0,-2.0,28.2,68.6,51.5,278.8,moderate,44.0
Bacterial Spot,0,0,0.0,28.2,68.6,51.5,278.8,moderate,46.0
Early Blight,1,0,-0.6,17.0,47.0,53.4,471.3,low,28.0
Late Blight,1,0,-0.6,17.0,47.0,53.4,471.3,moderate,40.0
Fusarium Wilt,0,0,0.0,17.0,47.0,53.4,471.3,moderate,46.0
Bacterial Spot,0,0,0.0,17.0,47.0,53.4,471.3,low,34.0
Early Blight,1,0,-0.6,17.9,68.7,35.7,391.0,low,28.0
Late Blight,2,0,-1.6,17.9,68.7,35.7,391.0,low,28.0
Fusarium Wilt,1,0,-1.0,17.9,68.7,35.7,391.0,low,28.0
Bacterial Spot,1,0,-1.0,17.9,68.7,35.7,391.0,low,16.0
Early Blight,0,0,0.0,20.0,34.0,85.1,404.1,moderate,46.0
Late Blight,2,0,-1.6,20.0,34.0,85.1,404.1,low,28.0
Fusarium Wilt,1,0,-1.0,20.0,34.0,85.1,404.1,low,16.0
Bacterial Spot,1,0,-1.0,20.0,34.0,85.1,404.1,low,16.0
Early Blight,1,0,-0.6,17.9,72.9,21.8,779.7,moderate,40.0
Late Blight,2,0,-1.6,17.9,72.9,21.8,779.7,low,28.0
Fusarium Wilt,0,0,0.0,17.9,72.9,21.8,779.7,moderate,46.0
Bacterial Spot,1,0,-0.6,17.9,72.9,21.8,779.7,low,28.0
Early Blight,1,0,-0.6,31.5,34.1,67.2,385.0,low,28.0
Late Blight,0,0,0.0,31.5,34.1,67.2,385.0,low,34.0
Fusarium Wilt,1,0,-1.0,31.5,34.1,67.2,385.0,low,28.0
Bacterial Spot,1,0,-0.6,31.5,34.1,67.2,385.0,low,28.0
Early Blight,1,0,-0.6,16.8,60.2,50.9,360.7,low,28.0
Late Blight,1,0,-1.0,16.8,60.2,50.9,360.7,low,28.0
Fusarium Wilt,1,0,-1.0,16.8,60.2,50.9,360.7,low,28.0
Bacterial Spot,1,0,-0.6,16.8,60.2,50.9,360.7,low,28.0
Early Blight,0,0,0.0,22.5,83.6,36.8,549.0,moderate,62.0
Late Blight,1,0,-1.0,22.5,83.6,36.8,549.0,moderate,44.0
Fusarium Wilt,1,0,-1.0,22.5,83.6,36.8,549.0,low,28.0
Bacterial Spot,1,0,-1.0,22.5,83.6,36.8,549.0,low,16.0
Early Blight,0,0,0.0,36.0,31.7,58.7,988.8,low,34.0
Late Blight,0,0,0.0,36.0,31.7,58.7,988.8,low,34.0
Fusarium Wilt,1,0,-1.0,36.0,31.7,58.7,988.8,low,16.0
Bacterial Spot,1,0,-1.0,36.0,31.7,58.7,988.8,low,16.0
Early Blight,1,0,-0.6,15.7,79.4,40.5,1197.6,moderate,40.0
Late Blight,1,0,-1.0,15.7,79.4,40.5,1197.6,moderate,44.0
Fusarium Wilt,1,0,-1.0,15.7,79.4,40.5,1197.6,low,28.0
Bacterial Spot,0,0,0.0,15.7,79.4,40.5,1197.6,low,34.0
Early Blight,1,0,-0.6,24.6,79.8,77.8,680.5,moderate,56.0
Late Blight,1,0,-1.0,24.6,79.8,77.8,680.5,low,28.0
Fusarium Wilt,2,0,-2.0,24.6,79.8,77.8,680.5,low,28.0
Bacterial Spot,1,0,-0.6,24.6,79.8,77.8,680.5,moderate,40.0
Early Blight,1,0,-0.6,20.6,46.5,71.4,498.2,moderate,40.0
Late Blight,1,0,-0.6,20.6,46.5,71.4,498.2,moderate,40.0
Fusarium Wilt,1,0,-1.0,20.6,46.5,71.4,498.2,low,28.0
Bacterial Spot,1,0,-0.6,20.6,46.5,71.4,498.2,low,28.0
Early Blight,0,0,0.0,23.1,64.4,83.2,818.7,moderate,46.0
Late Blight,2,0,-1.6,23.1,64.4,83.2,818.7,low,28.0
Fusarium Wilt,0,0,0.0,23.1,64.4,83.2,818.7,moderate,46.0
Bacterial Spot,1,0,-1.0,23.1,64.4,83.2,818.7,low,16.0
Early Blight,1,0,-0.6,32.9,57.7,56.8,252.0,low,28.0
Late Blight,2,0,-1.6,32.9,57.7,56.8,252.0,low,16.0
Fusarium Wilt,2,0,-2.0,32.9,57.7,56.8,252.0,moderate,44.0
Bacterial Spot,0,0,0.0,32.9,57.7,56.8,252.0,low,34.0
Early Blight,1,0,-0.6,29.6,82.5,82.0,1064.0,moderate,56.0
Late Blight,2,0,-1.6,29.6,82.5,82.0,1064.0,low,28.0
Fusarium Wilt,0,0,0.0,29.6,82.5,82.0,1064.0,moderate,62.0
Bacterial Spot,1,0,-0.6,29.6,82.5,82.0,1064.0,moderate,40.0
Early Blight,1,0,-0.6,15.8,59.3,65.2,1188.9,low,28.0
Late Blight,0,0,0.0,15.8,59.3,65.2,1188.9,moderate,46.0
Fusarium Wilt,1,0,-1.0,15.8,59.3,65.2,1188.9,low,28.0
Bacterial Spot,1,0,-1.0,15.8,59.3,65.2,1188.9,low,16.0
Early Blight,0,0,0.0,31.4,38.1,81.8,1088.2,low,34.0
Late Blight,0,0,0.0,31.4,38.1,81.8,1088.2,low,34.0
Fusarium Wilt,1,0,-1.0,31.4,38.1,81.8,1088.2,low,28.0
Bacterial Spot,2,0,-1.6,31.4,38.1,81.8,1088.2,low,16.0
Early Blight,1,0,-0.6,24.4,60.6,76.8,418.2,moderate,40.0
Late Blight,2,0,-1.6,24.4,60.6,76.8,418.2,low,16.0
Fusarium Wilt,0,0,0.0,24.4,60.6,76.8,418.2,moderate,46.0
Bacterial Spot,1,0,-0.6,24.4,60.6,76.8,418.2,moderate,40.0
Early Blight,1,0,-0.6,35.6,70.4,39.6,814.3,moderate,40.0
Late Blight,1,0,-1.0,35.6,70.4,39.6,814.3,low,16.0
Fusarium Wilt,0,0,0.0,35.6,70.4,39.6,814.3,moderate,46.0
Bacterial Spot,2,0,-1.6,35.6,70.4,39.6,814.3,low,16.0
Early Blight,0,0,0.0,22.8,68.4,81.8,737.8,moderate,46.0
Late Blight,2,0,-1.6,22.8,68.4,81.8,737.8,low,28.0
Fusarium Wilt,2,0,-2.0,22.8,68.4,81.8,737.8,low,28.0
Bacterial Spot,1,0,-1.0,22.8,68.4,81.8,737.8,low,16.0
Early Blight,0,0,0.0,31.9,97.3,26.9,671.0,moderate,46.0
Late Blight,1,0,-0.6,31.9,97.3,26.9,671.0,moderate,40.0
Fusarium Wilt,2,0,-2.0,31.9,97.3,26.9,671.0,moderate,44.0
Bacterial Spot,2,0,-1.6,31.9,97.3,26.9,671.0,low,28.0
Early Blight,0,0,0.0,35.4,49.6,83.4,1187.7,low,34.0
Late Blight,0,0,0.0,35.4,49.6,83.4,1187.7,low,34.0
Fusarium Wilt,2,0,-2.0,35.4,49.6,83.4,1187.7,low,28.0
Bacterial Spot,0,0,0.0,35.4,49.6,83.4,1187.7,low,34.0
Early Blight,0,0,0.0,15.6,91.4,86.8,693.8,moderate,46.0
Late Blight,1,0,-1.0,15.6,91.4,86.8,693.8,moderate,44.0
Fusarium Wilt,2,0,-2.0,15.6,91.4,86.8,693.8,low,28.0
Bacterial Spot,0,0,0.0,15.6,91.4,86.8,693.8,moderate,46.0
Early Blight,1,0,-0.6,31.8,65.4,76.5,424.4,low,28.0
Late Blight,0,0,0.0,31.8,65.4,76.5,424.4,low,34.0
Fusarium Wilt,2,0,-2.0,31.8,65.4,76.5,424.4,moderate,44.0
Bacterial Spot,1,0,-1.0,31.8,65.4,76.5,424.4,low,16.0
Early Blight,1,0,-0.6,37.8,79.8,19.3,489.1,moderate,40.0
Late Blight,0,0,0.0,37.8,79.8,19.3,489.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,37.8,79.8,19.3,489.1,low,28.0
Bacterial Spot,1,0,-1.0,37.8,79.8,19.3,489.1,low,16.0
Early Blight,0,0,0.0,26.8,82.8,66.5,446.3,moderate,62.0
Late Blight,1,0,-1.0,26.8,82.8,66.5,446.3,low,28.0
Fusarium Wilt,1,0,-1.0,26.8,82.8,66.5,446.3,moderate,44.0
Bacterial Spot,0,0,0.0,26.8,82.8,66.5,446.3,moderate,46.0
Early Blight,1,0,-0.6,35.2,32.4,60.8,108.8,low,28.0
Late Blight,1,0,-1.0,35.2,32.4,60.8,108.8,low,16.0
Fusarium Wilt,1,0,-1.0,35.2,32.4,60.8,108.8,low,16.0
Bacterial Spot,1,0,-1.0,35.2,32.4,60.8,108.8,low,16.0
Early Blight,0,0,0.0,31.9,49.2,25.9,1063.5,low,34.0
Late Blight,0,0,0.0,31.9,49.2,25.9,1063.5,low,34.0
Fusarium Wilt,2,0,-2.0,31.9,49.2,25.9,1063.5,moderate,44.0
Bacterial Spot,1,0,-0.6,31.9,49.2,25.9,1063.5,low,28.0
Early Blight,0,0,0.0,19.1,58.4,31.0,518.3,low,34.0
Late Blight,1,0,-0.6,19.1,58.4,31.0,518.3,moderate,40.0
Fusarium Wilt,1,0,-1.0,19.1,58.4,31.0,518.3,low,28.0
Bacterial Spot,2,0,-1.6,19.1,58.4,31.0,518.3,low,16.0
Early Blight,1,0,-0.6,21.7,63.0,73.7,531.4,moderate,40.0
Late Blight,2,0,-1.6,21.7,63.0,73.7,531.4,low,28.0
Fusarium Wilt,1,0,-1.0,21.7,63.0,73.7,531.4,low,28.0
Bacterial Spot,1,0,-0.6,21.7,63.0,73.7,531.4,low,28.0
Early Blight,1,0,-0.6,37.3,52.1,63.0,227.4,low,28.0
Late Blight,2,0,-1.6,37.3,52.1,63.0,227.4,low,16.0
Fusarium Wilt,0,0,0.0,37.3,52.1,63.0,227.4,moderate,46.0
Bacterial Spot,1,0,-0.6,37.3,52.1,63.0,227.4,low,28.0
Early Blight,1,0,-0.6,33.5,63.3,43.0,358.3,low,28.0
Late Blight,0,0,0.0,33.5,63.3,43.0,358.3,low,34.0
Fusarium Wilt,1,0,-1.0,33.5,63.3,43.0,358.3,moderate,44.0
Bacterial Spot,1,0,-0.6,33.5,63.3,43.0,358.3,low,28.0
Early Blight,0,0,0.0,22.3,56.6,45.4,538.5,moderate,46.0
Late Blight,1,0,-1.0,22.3,56.6,45.4,538.5,low,28.0
Fusarium Wilt,1,0,-1.0,22.3,56.6,45.4,538.5,low,28.0
Bacterial Spot,2,0,-1.6,22.3,56.6,45.4,538.5,low,16.0
Early Blight,0,0,0.0,28.2,41.3,26.5,787.8,moderate,46.0
Late Blight,1,0,-0.6,28.2,41.3,26.5,787.8,low,28.0
Fusarium Wilt,1,0,-1.0,28.2,41.3,26.5,787.8,moderate,44.0
Bacterial Spot,0,0,0.0,28.2,41.3,26.5,787.8,moderate,46.0
Early Blight,0,0,0.0,17.1,77.9,83.0,943.5,moderate,46.0
Late Blight,0,0,0.0,17.1,77.9,83.0,943.5,moderate,62.0
Fusarium Wilt,2,0,-2.0,17.1,77.9,83.0,943.5,low,28.0
Bacterial Spot,1,0,-1.0,17.1,77.9,83.0,943.5,low,16.0
Early Blight,1,0,-0.6,34.8,45.6,74.1,1101.7,low,28.0
Late Blight,1,0,-1.0,34.8,45.6,74.1,1101.7,low,16.0
Fusarium Wilt,1,0,-1.0,34.8,45.6,74.1,1101.7,moderate,44.0
Bacterial Spot,1,0,-1.0,34.8,45.6,74.1,1101.7,low,16.0
Early Blight,1,0,-0.6,17.4,57.1,48.8,272.6,low,28.0
